Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,Jakarta Pusat,29000,4.8,610,259,1,minta pink sama merah d kirim merah semua... untung anaknya mau...seller arogan.. jualnya memaksa... saya mau warna yg sesuai ... kapok deh gak lagi lagi,Negative,Sadness,njaluk pink karo abang dikirim abang kabeh... bejo anake gelem... seller arogan... adol maksa... aku pengen warna sing pas... kapok deh ora bakal meneh
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,2,"kameranya jelek banget, di deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah di ganti kaos kaki",Negative,Anger,"kamerane elek banget, ning deskripsi ngomong iso walkie talkie nanging nyatane ora iso, respon penjual alon banget, ora oleh sim card malah diganti kaos kaki"
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,1,semua mengecewakan,Negative,Sadness,kabeh nguciwani
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,2,sudah 3 kali ganti kartu.. sinyalnya tidak ada terus.. sekali sinyal ada ngak bisa telp dan menerima telp.,Negative,Sadness,wis 3 kali ganti kartu.. sinyal ora ana terus.. sak wektu ana sinyal ora iso telpon lan nampa telpon
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,Jakarta Pusat,179000,4.4,318,154,1,"jam tangan nya rusak, ga bisa dipakai sampai rumah. anak sy menangis dan kecewa",Negative,Sadness,"jam tangane rusak, ora isa dipake nganti omah. anakku nangis lan kecewa"
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 7",Kab. Bandung,40500,4.8,475,264,3,celananya kekecilan sayang amet,Negative,Sadness,celanane kekecilan sayang banget
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 8",Kab. Bandung,40500,4.8,475,264,2,celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....,Negative,Sadness,celanane ora mlebu neng sikile anakku... padahal pesen wis dakkukupake 1 ukuran...
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 9",Kab. Bandung,40500,4.8,475,264,2,barang tidak sesuai no ya besar tp nyatanya kecil,Negative,Fear,"barang ora cocog nomer yo gedhe, nanging sebenarnya cilik"
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,Bahanny ga enak,Negative,Sadness,bahane ora enak
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,bahan panas ga menyerap keringat motif printan nya agak buram,Negative,Sadness,"bahane panas ora nyerep kringet, motif printane rada buram"
Kids and Baby Fashion,"MINIBOUBOU Unisex Short Playset Safari - Elephant, M (1-2Y)",Jakarta Barat,76000,4.9,584,174,3,beli warna ungu kenapa warnanya jelek ya ungu pudar,Negative,Anger,tuku warna ungu kok warnane jelek ya ungu pudar
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,Kab. Tangerang,2699,4.8,5395,270,1,ini bukan kaos kaki.. tidak ada tumitnya.. sekali pakai langsung melar,Negative,Sadness,iki dudu kaos sikil.. ora ono tumit-e.. pisan dipakai langsung melar
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,Kab. Tangerang,2699,4.8,5395,270,1,Tidak sesuai dengan apa yang dibayangkan,Negative,Fear,Ora cocog karo sing tak bayangaké
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",Kota Bekasi,49000,4.9,2126,1160,3,Sandalnya licin. Anak berkali-kali kepleset ketika jalan pakai sandal ini. Bawahnya licin sekali,Negative,Sadness,Sandale licin. Anakanku kaping pirang-pirang keslipsip nalika mlaku nganggo sandal iki. Ngisorne licin banget
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,3,tidak sesuai ekspektasi saya......bahan tipis...cuma modelnya yg bagus,Negative,Fear,Ora cocog karo ekspektasiku......bahan tipis... mung modelé apik
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,"Bahan Tipis, Kualitas Buruk",Negative,Anger,"Bahan Tipis, Kualitas Ora Apik"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,tak seindah yg dibayangkan,Negative,Sadness,Ora seendah sing tak bayangaké
Kids and Baby Fashion,Tas Sekolah Anak SD Laki Laki - C. America Navy,Kota Tangerang Selatan,120000,4.7,677,441,1,"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",Negative,Sadness,"tipis, njero kurang rapi, regane reged dadi mahal soale ora awet"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,3,Maaf ya kak kasih bintang 3 soalnya bagian dalam tas sobek terus reseletingnya dol susah dibuka tutup lain kali tolong cek dulu ??,Negative,Sadness,"Maaf ya kak, tak wenehi bintang 3 soale jero tas sobek terus reseleting-e mbulet angel dibuka tutup, liyané mèh dipriksa dhisik ya ??"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,barangnya ga rapih..terutama jahitannya dan masih ada benang yg ga beraturan,Negative,Sadness,barangé ora rapi.. utamané jahitané lan isih ana benang sing ora beraturan
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,barang sudah sampai tapi tidak sesuai sample,Negative,Fear,barang wis tekan tapi ora cocog karo sampel
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,"Pake seminggu udh rusak, bahannya ada sambungan yang brudul ga bisa dijahit ulang . waktu dtg masih rapi .kecewa......",Negative,Sadness,"Wis seminggu dipakai wis rusak, bahané ana sambungan sing kotor ora iso dijahit maneh. Wektu teka isih rapi. Kecewa......"
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,tas nya kurang bagus .. how how,Negative,Sadness,Tasé kurang apik .. how how
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,2,Harga & kualitas terlalu jauh.. Harga tinggi vs kualitas rendah.,Negative,Sadness,Rega & kualitas adoh banget.. rega larang vs kualitas murah
Kids and Baby Fashion,Tas Sekolah Anak Laki Laki Sd Smp Gr RW402 Backpack Sekolah - Hijau,Kota Bandung,72500,4.7,1275,671,1,psan warna pink yg di kirim warna biru .bikin ank sya nangis gk maw pakek,Negative,Sadness,"Pesan warna pink, sing dikirim warna biru. Mbokne anakku nangis ora gelem nganggo"
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,Kab. Bandung,55000,4.8,1713,818,2,Kecewa jahitanya gak rapih trus itu peganganya amburadul...,Negative,Sadness,Kecewa jahitané ora rapi terus pegangané amburadul...
Kids and Baby Fashion,Tas Sekolah Anak SD Cewek/Cewe/Perempuan 2 in 1 - Positive Friend - Biru,Kab. Bandung,55000,4.8,1713,818,1,Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,Negative,Sadness,"Tasé ora apik bahan & sablonané. Mangkene ya, murahane."
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,2,Yang di pesan merah yg datang biru parah,Negative,Sadness,"Sing dipesen abang, sing teko biru parah"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,3,"Produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.",Negative,Fear,"Produké biasa banget.. adoh banget bedane karo foto lan sing nyata.. nganggo resleting biasa, bahan kasar."
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,1,Barang tidak sesuai gambar,Negative,Fear,Barang ora cocog gambar
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,1,"slow respon, kecewa berat, sampe 1jam batal otomatis karna ga diproses",Negative,Sadness,"respon lambat, kecewa banget, sampe 1 jam batal otomatis merga ora diproses"
Kids and Baby Fashion,immo z7 jam tangan anak anti air,Jakarta Pusat,199000,4.7,1285,433,2,"kartu tidak terdeteksi jadi jam gk cocok, sudah coba2 cari di yutube tutorial tetap gk bisa.... akhirnya nyesel deh beli :(",Negative,Fear,"kartu ora kedeteksi dadi jam ora cocok, wes nyoba-nyoba goleki tutorial ing YouTube tetep ora isa.... akhirnya nyesel tuku :("
Kids and Baby Fashion,immo z7 jam tangan anak anti air,Jakarta Pusat,199000,4.7,1285,433,1,barang tidak sesuai dgn pesanan.. pesanan IMO z7 yg di kirim merk Huangmi... ??,Negative,Sadness,barang ora cocog karo pesenan.. pesenan IMO z7 sing dikirim merk Huangmi... ??
Kids and Baby Fashion,immo z7 jam tangan anak anti air,Jakarta Pusat,199000,4.7,1285,433,1,"Jam nya mati tidak bisa di hidup kan(sudah di tekan tombol on/off), komplain tidak ada respon,tolong jgn jual jam mati/rusak atau di cek dahulu sebelum di kirim",Negative,Sadness,"jam ne mati ora iso di uripke (wes dipencet tombol on/off), komplain ora ana respon, tulung ojo adol jam mati/rusak utawa dicek dhisik sadurunge dikirim"
Kids and Baby Fashion,immo z7 jam tangan anak anti air,Jakarta Pusat,199000,4.7,1285,433,3,Ternyata tidak sesuai. Tidak dpat dipakai,Negative,Fear,ternyata ora cocog. ora iso dipake
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,Kota Tangerang,150000,4.6,939,456,2,ga tahan lama...1/2 mgg setelah beli sudah rusak,Negative,Sadness,ora awet... setengah minggu sawisé tuku wes rusak
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,Kota Tangerang,150000,4.6,939,456,1,"barang lama dkirimnya,beli 2 tp 1nya rusak",Negative,Anger,"barang dikirim telat, tuku 2 tapi 1 rusak"
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,Kota Tangerang,150000,4.6,939,456,1,jamnya susah sinyal mau pake kartu apapun tetap lemah sinyal.. jelek bgttt udh d komplain gada penyelesaian yg memuaskan,Negative,Anger,"jam ne angel sinyal, nganggo kartu opo wae tetep sinyal lemah.. elek banget wes komplain ora ana solusi sing memuaskan"
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,Kota Tangerang,150000,4.6,939,456,1,mengecewakan sama sekali tidak bisa digunaka,Negative,Sadness,"ngecewakeun, sama sekali ora iso dipakai"
Kids and Baby Fashion,Kids Watch Z6 imoo Z6 Jam Tangan Pintar Anak - Merah,Kota Tangerang,150000,4.6,939,456,3,"Yg dipesan & yg dtg barangnya beda, ga ada konfirmasi, mau retur juga mahal di ongkos, Sudah lah",Negative,Fear,"sing dipesen lan sing teka barang beda, ora ana konfirmasi, arep return uga ongkos mahal, wes lah"
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,4,Sayang banget dicuci pake mesin cuci langsung hancur??,Negative,Sadness,sayang banget dicuci nganggo mesin cuci langsung hancur??
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,3,ternyata sablonnya tidak sesuai dengan gambar huhu,Negative,Sadness,ternyata sablone ora cocok karo gambar huhu
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,3,Sablonan kurang bagus. Pas di cuci ancur sablonannya,Negative,Sadness,sablonane kurang apik. pas dicuci rusak sablone
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,2,begitu di cuci sablonan lepas,Negative,Sadness,pas dicuci sablone rontok
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,2,sablonan tidak bagus..klo dicuci nempel,Negative,Sadness,sablone ora apik.. nek dicuci nempel
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,2,bahannya tipis bgt. dipake panas sablonan juga jelek.,Negative,Anger,bahane tipis banget. dipake panas sablonane uga elek.
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,2,Maaf tp sablonnya bener2 ga layak??????,Negative,Anger,maaf tapi sablone pancen ora pantes??????
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,1,baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya,Negative,Fear,"bajune tipis.. model celanane uga ora padha karo fotone.. ora realistik menurutku.. sablone licin banget, dicuci dijemur lengket terus rontok.. nyesel belanja neng kene, ora cocog karo harapanku"
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,1,sablonnya jelek bgttttt,Negative,Anger,sablone elek bangettttt
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,Jakarta Utara,29900,4.7,2095,1097,1,parah banget nih baju di cuci sekali langsung sablon nya ilangg rontok semua. . pArah jelek kualitas nya,Negative,Anger,parah banget bajune dicuci sepisan langsung sablone ilang rontok kabeh.. parah kualitasé
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,3,"bahan nya tipis,jahitan kurang rapi",Negative,Sadness,"bahane tipis, jahitane ora rapih"
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,3,Bahannya ternyata panas dan ga nyerap keringat. Yah namanya ada rupa ada harga ??,Negative,Sadness,"Bahané jebul panas lan ora nyerep kringet. Ya wis lah, ono rego ono wesene ??"
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,2,"saya kecewa, bahan nya panas. warna yg di kirim juga kurang menarik",Negative,Sadness,"aku kecewa, bahané panas. warnane sing dikirim uga ora menarik"
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,2,bahan agak panas dn warnanya ga cocok,Negative,Sadness,bahan rada panas lan warnane ora cocok
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,1,"celana yang datang tidak sesuai dengan gambar, di gambar motif kotak-kotak, yang datang polosan semua,",Negative,Fear,"celanane sing teko ora cocog karo gambare, neng gambar motif kotak-kotak, seng teko polos kabeh,"
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,1,sangat mengecewakan pesen kotak2 yg dateng celana stret buat renang engga bisa di pakai engga lgi bli di toko ini,Negative,Sadness,"banget gawe kecewa pesen kotak-kotak sing teko celana stret buat renang ora iso dienggo, ora bakal tuku maneh ning toko iki"
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,1,pesan 5 celana tidak sesuai dng yg dipesan..KECEWA.,Negative,Sadness,pesen 5 celana ora cocog karo sing dipesen..KECEWA.
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,Kota Bekasi,9250,4.7,9873,1345,1,barang ga sesuai sama permintaan. pdhl udh chat dl an untuk memastikan pesenan motif dan adh di ok in. tp .alah yg dtg tdk sesuain.,Negative,Fear,barang ora cocog karo permintaan. padahal wes chat dhisik kanggo jelaske pesenan motif lan wis oke. nanging sing teko malah ora cocog.
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun",Jakarta Barat,9900,4.8,4303,656,3,"kecewa 0_1 th...anakku umur 5 bln GK muat, kain GK halus,GK melar, tipis kecewa pokoknya",Negative,Sadness,"kecewa 0_1 th...anakku umur 5 wulan ora muat, kain ora alus, ora melar, tipis, pokoke kecewa"
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun",Jakarta Barat,9900,4.8,4303,656,3,yg dateng gambarnya ga sesuai,Negative,Fear,sing teko gambare ora cocog
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun",Jakarta Barat,9900,4.8,4303,656,3,"kecil sekali, sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya 0-1 th. sayang banget padahal lucu.",Negative,Sadness,"cilik banget, karo ukuran singlet anakku pas new born isih luwih gedhe tinimbang singlet new born anakku padahal ana catetan size 0-1 th. sayang banget padahal lucu."
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",Kab. Pemalang,15900,4.8,2938,737,3,"bahan ny sih bagus, cm sayang pesen nya 2 datang ny 1. d chat ke seller ny jg d d baca, boro-boro ada penjelasan. seller g asiiiik g bs d ajak komunikasi",Negative,Sadness,"bahane apik, tapi sayang pesen 2 teko 1. wes di chat seller juga dibaca, lah malah ora ana penjelasan. seller ora asik, ora iso diajak komunikasi"
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",Kab. Pemalang,15900,4.8,2938,737,1,barang tidak sesuai dengan foto,Negative,Fear,barang ora cocog karo foto
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",Kab. Pemalang,15900,4.8,2938,737,1,tak seperti diiklan,Negative,Sadness,ora kaya neng iklan
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random",Kab. Pemalang,15900,4.8,2938,737,1,kirim celananya ga sesuai ukuran,Negative,Sadness,kirim celanane ora cocog ukuran
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,Jakarta Timur,5250,4.8,2491,449,4,psen yg mix dikirimnya warna orange,Negative,Sadness,pesen sing mix nanging dikirim warna oranye
